sourceArchiveURI	reference	consumer.distinct	consumer.records
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Ikusemiju, K., A.A. Oki and M. Graham-Douglas. 1983. On the biology of an estuarine population of the clupeid <i>Pellonula afzeliusi</i> (Johnels) in Lagos Lagoon, Nigeria. Hydrobiologia 61:99-112.	1	6
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Mannini, P., B. Reale and P. Righini. 1990. Osservazioni sulla biologia e la pesca di <i>Lepidorhombus boscii</i> (Risso) (Osteichthyes, Scopthalmidae) nel tirreno settentrionale. Oebalia 16(1):245-255.	1	4
https://zenodo.org/record/546428/files/globalbioticinteractions/barnes-v1.0.zip	Bethea, D. M., Carlson, J. K., Buckel, J. A. and Satterwhite, M. 2006. Ontogenetic and site-related trends in the diet of the Atlantic sharpnose shark Rhizoprionodon terraenovae from the northeast Gulf of Mexico. Bulletin of Marine Science 78(2): 287-307.	1	103
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Economou, A.N. 1991. Food and feeding ecology of five gadoid larvae in the northern North Sea. J. Cons. Int. Explor. Mer. 47:339-351.	6	31
https://github.com/globalbioticinteractions/spire/archive/f9a1ba09085173a5bf56736456947d5a787d00de.zip	V. S. Summerhayes and C. S. Elton, Further contributions to the ecology of Spitzbergen, J. Ecol. 16:193-268, from p. 217 (1928).	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hall, S.J., D. Raffaelli, D.J. Basford, M.R. Robertson and R. Fryer. 1990. The feeding relationships of the larger fish species in a Scottish sea loch. J. Fish Biol. 37(5):775-791.	3	54
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Page, L.M. and P.A. Ceas. 1989. Predation on a school of flat-iron herring, <i>Harengula thrissina</i>. Copeia 1989(4):1089-1091.	1	2
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Hobson, E.S. and J.R. Chess. 1986. Relationships among fishes and their prey in a nearshore sand community off southern California. Environ. Biol. Fish. 17(3):201-226.	7	21
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Nakamura, I. 1984. Trichiuridae. In W. Fischer and G. Bianchi (eds.) FAO species identification sheets for fishery purposes. Western Indian Ocean fishing area 51. Vol. IV.	1	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Bonfil, R. 2008. The biology and ecology of the silky shark, <i>Carcharhinus falciformis</i>. p. 114-127. In M.D. Canhi, E.K. Pikitch and E.A. Babcock (eds.) Sharks of the open ocean; biology, fisheries and conservation. Blackwell Publishing Ltd.	1	17
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Stolyarov, I.A. 1985. Dietary features of catfish, <i>Silurus glanis</i>, and pike-perch <i>Stizostedion lucioperca</i>, in Kyzlyarsk Bay, northern Caspian Sea. J. Ichthyol. 25(2):140-145.	2	13
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Allen, G.R. 1975. Damselfishes of the South Seas. T.F.H. Publications, Inc., Neptune City, New Jersey. 240 p.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Zimmerman, M.P. 1999. Food habits of smallmouth bass, walleyes, and northern pikeminnow in the lower Columbia river basin during outmigration of juvenile anadromous salmonids. Trans. Am. Fish. Soc. 128(6):1036-1054.	3	51
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Naumov, A.G., M.F. Svetlov, A.N. Kozlov and I.A. Pinskaya. 1983. Some peculiarities of distribution and feeding of <i>Notothenia guentheri</i> (Nototheniidae). J. Ichthyol. 23(1):149-151.	1	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Nair, R.V. and K.K. Appukuttan. 1973. Observation on the food of deep sea sharks <i>Halaelurus hispidus</i> (Alcock), <i>Eridacnis radcliffei</i> Smith and <i>Iago omanensis</i> Compagno and Springer. Indian J. Fish. 20:2575-583.	3	18
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Seyhan, K. and D.J. Grove. 1998. Food consumption of whiting, <i>Merlangius merlangus</i>, in the Eastern Irish Sea. Fish. Res. 38(3):233-245.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Winemiller, K.O. and L.C. Kelso-Winemiller. 1993. Description of a new <i>Neolebias</i> (Characiformes; Distochodontidae) from the Upper Zambezi drainage of Zambia. Copeia 1993(1):112-116.	1	1
https://zenodo.org/record/546426/files/globalbioticinteractions/byrnes-v1.0.zip	O'Connell, C. P. 1953. The life history of the cabezon Scorpaenichthys marmoratus (Ayres). M. A. Thesis. Stanford.	1	23
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	McCosker, J.E. 1998. A revision of the snake-eel genus <i>Callechelys</i> (Anguilliformes: Ophichthidae) with the description of two new Indo-Pacific species and a new Callechelyin genus. Proc. Calif. Acad. Sci. 50(7):185-215.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hureau, J.-C. 1990. Harpagiferidae. p. 357-363. In O. Gon and P.C. Heemstra (eds.) Fishes of the Southern Ocean. J.L.B. Smith Institute of Ichthyology, Grahamstown, South Africa. 462 p.	2	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Salini, J.P., S.J. Blaber and D.T. Brewer. 1992. Diets of sharks from estuaries and adjacent waters of the north-eastern Gulf of Carpentaria, Australia. Aust. J. Mar. Freshwat. Res. 43(1):87-96.	10	48
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Uyeno, T. and T. Tsutsumi. 1991. Stomach contents of <i>Latimeria chalumnae</i> and further notes on its feeding habits. Environ. Biol. Fish. 32(1-4):275-279.	2	8
https://zenodo.org/record/258209/files/millerse/Jstor-Collecton-v1.0.zip	Jearld, Ambrose, and Bradford E. Brown. Food of the Channel Catfish (Ictalurus Punctatus) in a Southern Great Plains Reservoir. American Midland Naturalist 86, no. 1 (1971): 110-15.	1	14
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Duhamel, G. and M. Pletikosic. 1983. Données biologiques sur les Nototheniidae des Iles Crozet. Cybium 7(3):43-57.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Berestovsky, E.G. 1989. Feeding of long rough dab (Hippoglossoides platessoides limandoides, Bloch) in several areas of the Barents and Norwegian Seas. P. 109-123 in Podrazhanskaya, S.G., A.A. Neyman and M.I. Tarverdieva (Eds.). Diurnal rhythms and diets of commercial fishes of the World Ocean. Moscow, VNIRO.	1	12
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Rice, A.L. 1963. The food of the Irish sea herring in 1961 and 1962. J. Cons. 28(2):188-200.	1	11
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Maeda, K. and K. Tachihara. 2004. Instream distributions and feeding habits of two species of sleeper, <i>Eleotris acanthopoma</i> and <i>Eleotris fusca</i>, in the Teima River, Okinawa Island. Ichthyol Res. 51:233-240.	2	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Randall, J.E. 1996. Second revision of the labrid fish genus <i>Leptojulis</i>, with descriptions of two new species. Indo-Pac. Fish. (24):20 p.	3	3
https://github.com/globalbioticinteractions/spire/archive/f9a1ba09085173a5bf56736456947d5a787d00de.zip	N. V. Parin, Ichthyofauna of the Epipelagic Zone (Israel Program for Scientific Translations, Jerusalem, 1970; U.S. Department of Commerce Clearinghouse for Federal Scientific and Technical Information, Springfield, VA 22151), from p. 154.	2	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hop, H., D.S. Danielssen and J. Gjøsæter. 1993. Winter feeding ecology of cod (<i>Gadus morhua</i>) in a fjord of southern Norway. J. Fish Biol. 43(1):1-18.	1	39
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Olsen, D.A. and J.A. LaPlace. 1979. A study of a Virgin Islands grouper fishery based on a breeding aggregation. p. 130-144. In Proc. 31st Gulf Caribb. Fish. Inst.	7	7
https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp. Accessed at <https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=FPE&years=2007&years=1939&years=1938&years=1933&areas=CUMBRIA&areas=IVb&areas=NOTTS&minlength=0&maxlength=1000&nullLengths=true> on 20 May 2017.	1	124
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Fugi, R., N.S. Hahn and A.A. Agostinho. 1996. Feeding styles of five species of bottom-feeding fishes of the high Paraná River. Environ. Biol. Fish. 46(3):297-307.	5	103
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	McEachran, J.D. and G. Notarbartolo di Sciara. 1995. Rhinopteridae. Gavilanes. p. 782-783. In W. Fischer, F. Krupp, W. Schneider, C. Sommer, K.E. Carpenter and V. Niem (eds.) Guia FAO para Identification de Especies para los Fines de la Pesca. Pacifico Centro-Oriental. 3 Vols. FAO, Rome.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Poulsen, P.M. 1931. Biological investigations upon cod in Danish waters. Medd. Komm. Danm. Fiskeri og Havunders Fisk. 9:1-148.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Balirwa, J.S. 1979. A contribution to the study of the food of six cyprinid fishes in three areas of the Lake Victoria Basin, East Africa. Hydrobiologia 66(1):65-72.	2	4
https://github.com/globalbioticinteractions/raymond/archive/f46c29e304b50188f1c2f8f18470e7dd72158c55.zip	Hopkins, T.L. (1985) Food web of an Antarctic midwater ecosystem. Marine Biology 89:197-212	1	27
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Ruban, G.I. 2005. The Siberian sturgeon, <i>Acipenser baerii</i> Brandt: species structure and ecology. World Sturgeon Conservation Society, Special Publication No. 1. 203 p.	1	36
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Connell, S.D. 2002. Effects of a predator and prey on a foraging reef fish: implications for understanding density-dependent growth. J. Fish Biol. 60:1551-1561.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Lehtonen, H., S. Hansson and H. Winkler. 1996. Biology and exploitation of pikeperch, <i>Stizostedion lucioperca</i> (L.), in the Baltic Sea area. Ann. Zool. Fennici 33:525-535.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Novoselov, A.P. 1987. Food relationships of the introduced peled, <i>Coregonus peled</i>, with the indigenous ichthyofauna under lake and riverine conditions in Arkhangel Province. J. Ichthyol. 27(4):161-169.	5	15
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Kulbicki, M., Y.-M. Bozec, P. Labrosse, Y. Letourneur, G. Mou-Tham and L. Wantiez. 2005. Diet composition of carnivorous fishes from coral reef lagoons of New Caledonia. Aquat. Living Resour. 18:231-250.	65	360
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Compagno, L.J.V. and V.H. Niem. 1998. Odontaspididae. Sand tiger sharks. p. 1264-1267. In K.E. Carpenter and V.H. Niem (eds.) FAO identification guide for fishery purposes. The Living Marine Resources of the Western Central Pacific. FAO, Rome.	1	1
https://github.com/globalbioticinteractions/planque2014/archive/b463608e2c9d7e0b3aab4fdb88d367b73e5c0a2d.zip	Bodini, A., Bellingeri, M., Allesina, S. and Bondavalli, C. 2009. Using food web dominator trees to catch secondary extinctions in action. Philosophical Transactions of the Royal Society B-Biological Sciences, 364: 1725-1731.	21	166
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Piet, G.J. and W.A.H.P. Guruge. 1997. Diel variation in feeding and vertical distribution of ten co-occurring fish species: consequences for resource partitioning. Environ. Biol. Fish. 50(3):293-307.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Taverne, L. and L. De Vos. 1998. <i>Clariallabes mutsindoziensis</i> (Teleostei: Clariidae), nouveau silure du bassin de la Malagarasi (bassin du lac Tanganyika), Burundi. Ichthyol. Explor. Freshwaters 8(3):211-220.	1	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Bernadsky, G. and D. Goulet. 1991. A natural predator of the lionfish, <i>Pterois miles</i>. Copeia 1991(1):230-231.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Maksimenkov, V.V. and A.M. Tokranov. 1995. Feeding habits of nine-spined stickleback, <i>Pungitius pungitius</i> (Gasterosteidae) in the estuary and lower Bol'shaya river (West Kamchatka). J. Ichthyol. 35(2):65-74.	1	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Lee, D.S., C.R. Gilbert, C.H. Hocutt, R.E. Jenkins, D.E. McAllister and J.R. Stauffer. 1980. Atlas of North American freshwater fishes. North Carolina State Museum of Natural History. 867 p.	2	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Berra, T.M., A. Campbell and P.D. Jackson. 1987. Diet of the australian grayling, <i>Prototroctes maraena</i> Günther (Salmoniformes: Prototroctidae), with notes on the occurrence of a trematode parasite and black peritoneum. Aust. J. Mar. Freshwat. Res. 38:661-669.	1	35
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Kagwade, P.V. 1964. The food and feeding habits of the Indian oil sardine <i>Sardinella longiceps</i> Valenciennes. Indian J. Fish. 11(1):345-370.	1	5
https://github.com/globalbioticinteractions/gray2015/archive/f131b83b5bf2617c31581b87e2a3c1c32f6d4446.zip	Englund, G. 2005. Scale dependent effects of predatory fish on stream benthos. ? Oikos 111: 19?30.	2	7
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Platell, M.E. and I.C. Potter. 2001. Partitioning of food resources amongst 18 abundant benthic carnivorous fish species in marine waters on the lower west coast of Australia. J. Exp. Mar. Biol. Ecol. 261:31-54.	18	118
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Chen, L.-S. 2002. Post-settlement diet shift of <i>Chlorurus sordidus</i> and <i>Scarus schlegeli</i> (Pisces:Scaridae). Zool. Stud. 41(1):47-58.	2	5
https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp. Accessed at <https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=SLY&years=1938&areas=CUMBRIA&minlength=0&maxlength=1000&nullLengths=true> on 20 May 2017.	1	8
https://zenodo.org/record/546426/files/globalbioticinteractions/byrnes-v1.0.zip	Robbins, E. A. 2006. Essential fish habitat in Santa Monica bay, San Pedro Bay, and San Diego Bay: A reference guide for managers. M. S. Thesis. Duke University.	12	101
https://github.com/globalbioticinteractions/planque2014/archive/b463608e2c9d7e0b3aab4fdb88d367b73e5c0a2d.zip	Heggland, K., Ottesen, C., and Berge, J. 2011. Life history of Leptagonus decagonus ( Atlantic poacher ) in Svalbard waters. Poster presented at Arctic Frontiers 2011. Troms�.	1	6
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Yang, J.X. and Y.R. Chen. 1995. The biology and resource utilization of the fishes of Fuxian Lake, Yunnan. Yunnan Science and Technology Press, Kunming, China.	1	3
https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp. Accessed at <https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=PLA&years=2011&years=2006&years=2005&years=2004&years=2002&years=1991&years=1978&years=1977&years=1968&years=1908&years=1904&years=1903&years=1902&years=1901&years=1891&years=1890&years=1889&years=1888&areas=IVa&areas=IVb&areas=VIIa&areas=VIIf&areas=VIIg&areas=VIIh&areas=VIIj&minlength=0&maxlength=1000&nullLengths=true> on 20 May 2017.	1	535
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Berestovskiy, Y.G. 1995. Feeding habitats and strategy of american plaice, <i>Hippoglossoides platessoides limandoides</i>, in the Barents and Norwegian seas. J. Ichthyol. 35(5):40-54.	1	32
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Lewis, S.M. 1982. Sponge-zoanthid associations: functional interactions. In p. 465-474. Rutzler, K. and I.G. Macintyre. The Atlantic barrier reef ecosystem at Carrie Bow Cay, Belize, I. Structure and communities. Smithsonian Contributions to Marine Science 12:535pp.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Møller, P.R. 1995. Electric fishes: history and behavior. Chapman & Hall, London. 584 p.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Dubochkin, A.S. and A.N. Kotlyar. 1989. On the feeding of alfoncino (<i>Beryx splendens</i>). J. Ichthyol. 29(5):1-8.	2	57
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Sabaj Pérez, M.H., H. Mariangeles Arce, L.M. Sousa and J.L.O. Birindelli. 2014. <i>Nemadoras cristinae</i>, a new species of thorny catfish (Siluriformes: Doradidae) with redescription of its congeners. Proc. Acad. Nat. Sci. Philadelphia 163(1):133-178.	1	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Russell, B.C. 1983. The food and feeding habits of rocky reef fish of north-eastern New Zealand. N.Z. J. Mar. Freshwat. Res. 17(2):121-145.	43	355
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Petrakis, G. and K.I. Stergiou. 1987. The trophic niche of blue whiting (<i>Micromesistius poutassou</i>) in Patraikos and Korinthiakos Gulfs. Proceedings of the 2nd Panhellenic Symposium of Oceanography and Fisheries 2, 558-564.	1	11
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Godin, J.J. 1981. Daily patterns of feeding behavior, daily rations, and diets of juvenile pink salmon (<i>Oncorhynchus gorbuscha</i>) in two marine bays of British Columbia. Can. J. Fish. Aquat. Sci. 38(1):10-15.	1	10
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Pérez-España, H. and L.A. Abitia-Cárdenas. 1996. Description of the digestive tract and feeding habits of the king angelfish and the Cortes angelfish. J. Fish Biol. 48(5):807-817.	1	6
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Lie, U. 1961. On the growth and food of O-group coalfish, <i>Pollachius virens</i>, in Norwegian waters. Sarsia 3:1-35.	1	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Relini, G., M. Relini, G. Torchia and G. De Angelis. 2002. Trophic relationships between fishes and an artificial reef. ICES J. Mar. Sci. 59:S36-S42.	1	41
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Wells, B., D.H. Steele and A.V. Tyler. 1973. Intertidal feeding of winter flounders (<i>Pseudopleuronectes americanus</i>) in the bay of Fundy. J. Fish. Res. Board Can. 30(9):1374-1378.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Collette, B.B. and J. Su. 1986. The halfbeaks (Pisces, Beloniformes, Hemiramphidae) of the Far East. Proc. Acad. Nat. Sci. Philadelphia 138(1):250-301.	2	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Dasgupta, M. 1990. A study on the food and feeding habits of the mahseer <i>Tor tor</i> (Hamilton). Indian J. Fish. 37(4):297-304.	1	20
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Chiou, W.-D., L.-Z. Cheng and K.-W. Chen. 2004. Reproduction and food habits of Kawakawa <i>Euthynnus affinis</i> in Taiwan. J. Fish. Soc. Taiwan 31(1):23-38.	1	53
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Murphy, M.L., J.F. Thedinga and K.V. Koski. 1988. Size and diet of juvenile Pacific salmon during seaward migration through a small estuary in southeastern Alaska. Fish. Bull. 86(2):213-222.	3	50
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hureau, J.-C. 1985. Channichthyidae. p. 261-277. In W. Fischer and J.C. Hureau (eds.) FAO species identification sheets for fishery purposes. Southern Ocean (Fishing areas 48, 58 and 88). Rome. Vol. 2.	1	1
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Garibaldi, F. 2000. Summer abundance, size and feeding habits of the blue shark, <i>Prionace glauca</i>, in the pelagic sanctuary of Ligurian Sea. Biol. Mar. Mediterr. 7(1):324-333.	1	13
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Compagno, L.J.V. and V.H. Niem. 1998. Proscyllidae. Finback catsharks. p. 1293-1295. In K.E. Carpenter and V.H. Niem (eds.) FAO identification guide for fishery purposes. The Living Marine Resources of the Western Central Pacific. FAO, Rome.	1	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Bal?k, S. 1995. Freshwater fish in Anatolia, Turkey. Biol. Conserv. 72:213-223.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hislop, J.R.G., A.P. Robb, M.A. Bell and D.W. Armstrong. 1991. The diet and food consumption of whiting (<i>Merlangius merlangus</i>) in the North Sea. ICES J. Mar. Sci. 48:139-156.	1	44
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Squires, H.J. 1961. Shrimp survey in the Newfoundland fishing area, 1957 and 1958. Fish. Res. Board Can., Bull. 129:29 p.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Eggleston, D.B. and E.A. Bochenek. 1990. Stomach contents and parasite infestation of school bluefin tuna <i>Thunnus thynnus</i> collected from the middle Atlantic bight, Virginia. Fish. Bull. 88(2):389-395.	1	12
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Sunobe, T. 2000. Social structure, nest guarding and interspecific relationships of the cichlid fish (<i>Julidochromis marlieri</i>) in Lake Tanganyika. Afr. Stud. Monogr. 21(2):83-89.	3	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Balanov, A.A. 1994. Diet of common mesopelagic fishes of the Bering Sea. J. Ichthyol. 34(6):73-82.	5	17
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Abdel-Aziz, S.H. 1994. Observations on the biology of the common torpedo (<i>Torpedo torpedo</i>, Linnaeus, 1758) and marbled electric ray (<i>Torpedo marmorata</i>, risso, 1810) from the Egyptian Mediterranean waters. Aust. J. Mar. Freshwat. Res. 45(4):693-704.	2	19
https://github.com/globalbioticinteractions/raymond/archive/f46c29e304b50188f1c2f8f18470e7dd72158c55.zip	Permitin YY, Tarverdiyeva MI (1972) The food of some Antarctic fish in the South Georgia area. J Ichthyol 12:104-114. As cited in Xavier, J.C., Rodhouse, P.G., Purves, M.G., Daw, T.M., Arata, J., and Pilling, G.M. (2002) Distribution of cephalopods recorded in the diet of the Patagonian toothfish (Dissostichus eleginoides) around South Georgia. Polar Biology 25:323-330	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Carrassón, M., J. Matallanas and M. Casadevall. 1997. Feeding strategies of deep-water morids on the western Mediterranean slope. Deep Sea Res. 44, 1685-1699.	1	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Lewis, V.P. and D.S. Peters. 1994. Diet of juvenile and adult Atlantic menhaden in estuarine and coastal habitats. Trans. Am. Fish. Soc. 123(5):803-810.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Keats, D.W. 1991. American plaice, <i>Hippoglossoides platessoides</i> (Fabricius), predation on green sea urchins, <i>Strongylocentrotus droebachiensis</i> (O.F. Muller), in eastern Newfoundland. J. Fish Biol. 38(1):67-72.	1	15
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Punt, A.E. and R.W. Leslie. 1995. The effects of future consumption by the cape fur seal on catches and cath rates of the cape hakes. 1. Feeding and diet of the cape hakes <i>Merluccius capensis</i> and <i>M. paradoxus</i>. S. Afr. J. Mar. Sci. 16:37-55.	1	8
